session_id,miti_dimension,run_id,dataset,model,condition,replicate,prompt_variant,score
MI-MAINEXP-52719743,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-52733267,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-52733267,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-52733267,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52733267,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52735233,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-52735233,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-52735233,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-52735233,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52744304,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52744304,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52744304,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-52744304,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52751122,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52751122,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52751122,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52751122,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-52794429,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52794429,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52794429,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52794429,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-52798989,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52798989,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52798989,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52798989,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-52835836,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52835836,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52835836,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-52835836,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-52929364,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52929364,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-52929364,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-52929364,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53006592,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53006592,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53006592,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53006592,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53019459,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53019459,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53019459,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53019459,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-5311691,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-5311691,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-5311691,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-5311691,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53118516,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53118516,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53118516,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53118516,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,1
MI-MAINEXP-53224160,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53224160,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53224160,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53224160,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53252042,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53252042,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53252042,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53252042,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53261304,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53261304,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53261304,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53261304,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53373219,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53373219,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53373219,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53373219,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53383731,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53383731,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53383731,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53383731,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53528377,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53528377,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53528377,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53528377,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53536963,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53536963,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53536963,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53536963,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53547764,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53547764,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53547764,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53547764,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53570745,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53570745,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53570745,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53570745,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53657696,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53657696,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53657696,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53657696,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-5366217,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-5366217,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-5366217,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-5366217,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53698604,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53698604,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53698604,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53698604,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-5377631,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-5377631,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-5377631,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-5377631,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53785978,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53785978,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53785978,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53785978,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-5381186,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-5381186,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-5381186,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,1
MI-MAINEXP-5381186,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53849763,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53849763,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53849763,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53849763,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53850427,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53850427,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53850427,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53850427,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53862520,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53862520,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53862520,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53862520,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53877090,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53877090,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53877090,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,1
MI-MAINEXP-53877090,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53898552,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53898552,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53898552,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53898552,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53915134,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53915134,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53915134,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53915134,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53968073,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53968073,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53968073,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53968073,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-53981358,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53981358,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53981358,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53981358,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53985606,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53985606,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53985606,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-53985606,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-53986384,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53986384,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53986384,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-53986384,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-5412457,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-5412457,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-5412457,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-5412457,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-54131572,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-54131572,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54131572,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54131572,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-54163948,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54163948,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-54163948,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54163948,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,2
MI-MAINEXP-54183115,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54183115,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54183115,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-54183115,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
MI-MAINEXP-54183283,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54183283,Empathy,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54183283,Partnership,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,4
MI-MAINEXP-54183283,Softening Sustain Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,5
MI-MAINEXP-54195277,Cultivating Change Talk,20260910T215439Z_9e5f325e__treated__gpt-5.6-luna__ablation,treated,gpt-5.6-luna,ablation,0,ablation,3
